handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,label_3m,label_6m,rating_bucket,rating_change_3m
ev1sq,2023-09-26,1157,1.45,23,1090.6,3.67,0.606,0,1775,1900,800-1200,618
ev1sq,2023-11-19,1862,2.07,23,1147.8,4.0,0.58,0,1967,1989,1600-1900,105
ev1sq,2024-01-27,1806,2.44,26,1259.4,3.0,0.581,0,1980,1950,1600-1900,174
ev1sq,2024-03-30,1900,2.74,26,1306.9,3.0,0.598,0,1907,1696,1600-1900,7
vulestamenkovic,2024-06-27,1274,12.97,23,1145.6,1.67,0.573,0,1321,1463,1200-1400,47
vulestamenkovic,2024-09-14,1347,12.95,26,1103.3,4.0,0.567,0,1480,1515,1200-1400,133
vulestamenkovic,2024-11-02,1240,11.6,28,1125.8,4.33,0.567,0,1436,1421,1200-1400,196
vulestamenkovic,2025-01-19,1367,10.87,31,1166.4,4.33,0.571,1,1404,1412,1200-1400,37
vulestamenkovic,2025-04-24,1371,9.45,35,1192.3,2.67,0.568,1,1365,1643,1200-1400,-6
MinhTri_Star,2024-09-14,807,0.65,14,825.0,0.0,0.682,0,1057,1235,800-1200,250
MinhTri_Star,2024-09-21,862,0.67,14,825.4,0.67,0.684,0,1057,1235,800-1200,195
MinhTri_Star,2024-10-19,740,0.67,18,824.3,1.33,0.683,0,1057,1235,<800,317
MinhTri_Star,2024-10-26,973,0.77,21,851.9,2.0,0.662,0,1057,1235,800-1200,84
MinhTri_Star,2024-12-05,1109,0.82,21,848.4,2.67,0.665,0,1235,1282,800-1200,126
_Avneesh,2023-10-22,1014,2.44,23,1020.4,0.67,0.656,0,1257,1315,800-1200,243
_Avneesh,2023-12-24,1146,2.61,24,989.5,2.33,0.595,0,1271,1419,800-1200,125
_Avneesh,2024-01-30,1154,2.79,24,978.1,3.0,0.604,0,1315,1488,800-1200,161
_Avneesh,2024-02-27,1367,3.1,24,989.1,5.0,0.625,0,1419,1424,1200-1400,52
_Avneesh,2024-07-11,1426,2.69,24,1011.0,1.0,0.621,0,1377,1434,1400-1600,-49
liwenshuai1,2022-02-06,866,1.75,16,880.0,2.33,0.601,0,1318,1627,800-1200,452
liwenshuai1,2022-02-22,999,2.33,19,925.0,3.0,0.625,1,1551,1627,800-1200,552
liwenshuai1,2022-03-08,1090,4.26,23,1009.0,3.33,0.572,0,1551,1627,800-1200,461
liwenshuai1,2022-03-20,1093,6.13,24,1050.5,3.67,0.595,0,1551,1627,800-1200,458
3oo_KilluaZ,2021-03-02,1088,17.27,23,981.7,1.67,0.573,0,1353,1402,800-1200,265
3oo_KilluaZ,2021-04-12,1058,16.11,26,1047.0,4.0,0.571,0,1312,1349,800-1200,254
3oo_KilluaZ,2021-05-24,1263,14.24,28,1107.2,5.0,0.577,0,1402,1440,1200-1400,139
3oo_KilluaZ,2021-06-25,1213,15.3,31,1176.8,5.67,0.584,0,1371,1564,1200-1400,158
3oo_KilluaZ,2021-07-29,1236,15.09,32,1215.3,6.0,0.586,0,1411,1626,1200-1400,175
NaughtyWind,2019-09-23,1299,4.58,14,1017.5,1.67,0.573,0,1360,1419,1200-1400,61
NaughtyWind,2019-09-29,1201,4.49,14,1011.6,2.0,0.569,0,1360,1626,1200-1400,159
NaughtyWind,2019-10-01,1180,4.76,14,1023.4,2.33,0.58,0,1360,1626,800-1200,180
NaughtyWind,2019-10-08,1278,5.24,14,1010.5,2.67,0.587,0,1360,1626,1200-1400,82
NaughtyWind,2019-10-17,1283,5.02,15,1029.5,3.0,0.588,0,1395,1626,1200-1400,112
chpp,2024-04-30,1044,0.98,16,861.1,1.33,0.674,0,1097,1363,800-1200,53
chpp,2024-08-10,1173,1.95,18,875.0,1.67,0.645,0,1363,1290,800-1200,190
chpp,2024-10-06,1165,4.93,21,953.0,3.67,0.628,0,1363,1467,800-1200,198
chpp,2025-02-11,1287,6.39,26,1039.6,0.67,0.606,0,1444,1448,1200-1400,157
chpp,2025-04-08,1467,8.13,31,1077.6,3.33,0.606,0,1481,1626,1400-1600,14
punyanino,2025-03-22,1364,1.9,25,1576.7,0.33,0.569,0,1674,1674,1200-1400,310
Kener_Castillo,2024-01-18,1048,1.88,17,1161.9,1.67,0.648,0,1017,1134,800-1200,-31
Kener_Castillo,2024-08-06,1212,4.13,24,1136.9,3.67,0.641,0,1269,1481,1200-1400,57
Kener_Castillo,2025-01-22,1266,6.65,31,1159.3,3.33,0.586,0,1492,1614,1200-1400,226
Kener_Castillo,2025-05-05,1504,9.76,33,1205.2,4.33,0.573,0,1555,1554,1400-1600,51
Kener_Castillo,2025-09-20,1472,10.99,34,1269.4,3.0,0.581,0,1553,1664,1400-1600,81
akarsh_77,2023-02-01,1059,9.66,16,902.7,1.67,0.591,0,1254,1298,800-1200,195
akarsh_77,2023-02-12,1073,9.6,17,908.0,3.0,0.594,0,1254,1260,800-1200,181
akarsh_77,2023-04-27,1193,14.69,27,1102.6,3.0,0.614,0,1269,1321,800-1200,76
akarsh_77,2023-06-04,1275,15.18,29,1143.0,2.33,0.588,0,1337,1403,1200-1400,62
akarsh_77,2023-07-27,1269,14.72,30,1159.1,2.33,0.595,0,1321,1387,1200-1400,52
kartikey10,2024-02-23,1240,16.09,19,1089.6,1.67,0.663,0,1204,1402,1200-1400,-36
kartikey10,2024-05-20,1213,15.68,26,1201.5,3.0,0.635,0,1402,1242,1200-1400,189
kartikey10,2024-07-30,1370,15.39,30,1246.0,3.0,0.62,0,1398,1341,1200-1400,28
kartikey10,2024-11-02,1398,15.32,32,1309.9,2.67,0.606,0,1454,1625,1200-1400,56
kartikey10,2024-12-22,1408,14.79,34,1320.4,4.67,0.606,0,1437,1625,1400-1600,29
Altruistic_doom,2024-12-24,946,5.6,17,984.6,1.67,0.6,0,1334,1404,800-1200,388
Altruistic_doom,2025-03-11,1301,5.57,24,984.0,5.67,0.577,0,1415,1469,1200-1400,114
Altruistic_doom,2025-06-12,1415,8.54,27,1235.1,4.0,0.608,0,1469,1545,1400-1600,54
Altruistic_doom,2025-08-26,1550,9.45,31,1284.1,5.0,0.618,0,1449,1474,1400-1600,-101
Altruistic_doom,2025-12-11,1545,9.04,33,1297.4,3.67,0.622,0,1563,1504,1400-1600,18
Rosmontis_L,2023-05-28,1036,13.31,18,966.7,1.67,0.588,0,1235,1334,800-1200,199
Rosmontis_L,2023-08-07,1150,20.3,26,1099.3,5.67,0.566,0,1324,1369,800-1200,174
Rosmontis_L,2023-10-28,1238,22.11,30,1193.1,5.0,0.569,0,1463,1469,1200-1400,225
Rosmontis_L,2024-01-30,1380,22.84,31,1251.9,4.0,0.565,0,1400,1534,1200-1400,20
Rosmontis_L,2024-04-08,1468,22.92,32,1275.6,5.33,0.563,0,1588,1573,1400-1600,120
firebird.,2025-04-13,1079,0.97,14,900.0,0.67,0.59,0,1298,1322,800-1200,219
firebird.,2025-07-01,1226,1.34,15,920.0,1.0,0.632,0,1301,1448,1200-1400,75
firebird.,2025-07-31,1250,1.53,16,932.7,1.0,0.657,0,1322,1530,1200-1400,72
firebird.,2025-08-26,1294,1.85,19,987.1,2.0,0.679,0,1322,1530,1200-1400,28
sarathchandrakvl07,2025-01-04,1110,22.25,17,853.8,1.67,0.604,0,1169,1149,800-1200,59
sarathchandrakvl07,2025-04-21,1169,7.05,21,881.8,2.0,0.581,0,1245,1316,800-1200,76
sarathchandrakvl07,2025-07-05,1149,5.68,21,899.4,2.33,0.582,0,1292,1358,800-1200,143
sarathchandrakvl07,2025-09-15,1315,5.57,25,934.4,2.67,0.577,0,1358,1453,1200-1400,43
sarathchandrakvl07,2025-10-24,1337,6.56,29,999.3,4.33,0.561,0,1443,1516,1200-1400,106
atishay_j.47,2024-08-10,998,4.62,13,900.0,1.67,0.726,0,1161,1296,800-1200,163
atishay_j.47,2024-09-27,1091,4.05,18,895.0,5.0,0.712,0,1340,1421,800-1200,249
atishay_j.47,2024-12-02,1200,6.78,22,1007.6,4.33,0.601,0,1325,1413,800-1200,125
atishay_j.47,2025-01-20,1324,8.02,26,1053.6,5.67,0.591,0,1381,1418,1200-1400,57
atishay_j.47,2025-03-11,1390,8.1,30,1087.5,5.33,0.603,0,1402,1418,1200-1400,12
Jay_vardhan_vashishtha,2024-02-19,737,1.35,19,800.0,1.67,0.743,6,866,1016,<800,129
Jay_vardhan_vashishtha,2024-04-08,807,2.89,21,879.3,3.67,0.649,1,674,1196,800-1200,-133
Jay_vardhan_vashishtha,2024-07-15,674,2.59,21,925.8,1.33,0.664,1,1196,1352,<800,522
Jay_vardhan_vashishtha,2024-08-13,902,2.91,21,919.5,2.67,0.649,1,1070,1385,800-1200,168
Jay_vardhan_vashishtha,2024-11-15,1070,5.06,28,1023.6,1.67,0.582,0,1385,1502,800-1200,315
mazapaN_,2024-01-30,1410,0.75,21,1079.5,1.33,0.607,0,1361,1455,1400-1600,-49
mazapaN_,2024-02-06,1427,0.81,22,1072.1,1.67,0.604,0,1312,1523,1400-1600,-115
mazapaN_,2024-02-13,1411,0.86,22,1063.8,2.0,0.603,0,1312,1523,1400-1600,-99
mazapaN_,2024-02-23,1402,0.89,22,1066.0,2.33,0.609,0,1312,1622,1400-1600,-90
mazapaN_,2024-03-05,1416,1.01,24,1078.0,2.67,0.602,0,1455,1622,1400-1600,39
BIyat,2024-12-19,827,0.18,10,920.0,0.33,0.78,0,772,875,800-1200,-55
BIyat,2024-12-22,779,0.17,10,920.0,0.33,0.78,0,875,875,<800,96
BIyat,2024-12-24,681,0.21,15,900.0,0.67,0.75,0,875,875,<800,194
BIyat,2025-01-22,773,0.21,16,885.7,1.0,0.741,0,875,875,<800,102
BIyat,2025-03-11,793,0.22,19,866.7,1.33,0.75,3,875,782,<800,82
Nakano_Miku,2024-03-28,1268,0.27,19,1397.1,0.0,0.646,0,1481,1681,1200-1400,213
Nakano_Miku,2024-07-15,1481,0.54,26,1474.0,0.0,0.635,0,1739,1723,1400-1600,258
Yusw,2024-09-20,1288,5.18,21,1333.3,1.67,0.541,0,1351,1195,1200-1400,63
Yusw,2025-01-12,1275,2.91,22,1262.2,1.67,0.565,0,1195,1337,1200-1400,-80
Yusw,2025-07-22,1398,2.28,25,1264.7,1.0,0.586,0,1468,1466,1200-1400,70
Yusw,2025-09-07,1286,2.38,25,1238.7,3.0,0.598,0,1496,1410,1200-1400,210
Yusw,2025-09-25,1491,2.71,26,1213.4,5.0,0.607,0,1496,1410,1400-1600,5
howler692,2025-01-17,948,21.04,18,801.5,1.67,0.523,0,910,979,800-1200,-38
howler692,2025-01-22,858,19.49,18,803.0,2.67,0.517,0,910,979,800-1200,52
howler692,2025-03-17,850,11.12,21,812.9,3.33,0.519,0,886,1071,800-1200,36
howler692,2025-07-05,905,6.42,21,823.1,0.67,0.522,0,1008,1362,800-1200,103
howler692,2025-08-07,1056,5.7,22,826.5,1.67,0.521,0,1008,1439,800-1200,-48
warframe,2025-07-01,863,2.63,19,1097.7,1.67,0.573,0,936,1485,800-1200,73
warframe,2025-07-05,1004,3.13,20,1086.8,2.0,0.589,0,936,1485,800-1200,-68
warframe,2025-07-17,996,3.54,22,1106.1,2.33,0.603,0,1231,1564,800-1200,235
warframe,2025-08-28,1021,9.34,28,1310.4,2.67,0.609,0,1273,1564,800-1200,252
warframe,2025-09-17,1146,10.81,30,1322.9,1.67,0.618,0,1332,1484,800-1200,186
Leopold_Fitz,2025-04-08,1313,29.81,28,1225.4,1.67,0.638,0,1535,1632,1200-1400,222
Leopold_Fitz,2025-04-26,1481,34.91,31,1304.6,3.33,0.616,0,1507,1632,1400-1600,26
Leopold_Fitz,2025-06-23,1571,24.04,32,1376.4,4.33,0.567,0,1656,1632,1400-1600,85
Leopold_Fitz,2025-08-07,1406,21.97,34,1426.8,2.67,0.56,0,1632,1569,1400-1600,226
Leopold_Fitz,2026-01-17,1632,26.84,35,1785.9,0.0,0.575,0,1639,1620,1600-1900,7
cf_starblue,2024-10-06,1489,0.85,22,1478.0,1.67,0.556,0,1574,1652,1400-1600,85
cf_starblue,2024-10-19,1511,0.92,24,1456.5,2.0,0.562,0,1584,1652,1400-1600,73
cf_starblue,2024-11-01,1537,0.94,24,1434.7,2.33,0.57,0,1610,1660,1400-1600,73
cf_starblue,2025-01-04,1574,0.87,25,1422.6,0.67,0.576,0,1652,1588,1400-1600,78
cf_starblue,2025-01-17,1584,0.89,25,1405.4,0.67,0.584,0,1652,1588,1400-1600,68
ruqiya2011,2026-01-29,1092,2.93,10,923.1,1.67,0.744,0,1620,1620,800-1200,528
_ckx_,2024-08-13,1376,2.65,25,1413.0,1.0,0.545,0,1441,1441,1200-1400,65
mwh04,2024-05-10,959,1.19,13,842.9,1.67,0.629,0,992,1163,800-1200,33
mwh04,2024-06-11,931,2.82,16,952.2,4.33,0.617,0,1087,1220,800-1200,156
mwh04,2024-09-20,976,3.71,26,1024.6,2.67,0.618,0,1220,1262,800-1200,244
mwh04,2024-11-17,1186,4.48,27,1015.2,3.67,0.628,0,1145,1468,800-1200,-41
mwh04,2025-02-16,1145,4.06,28,1017.0,2.67,0.636,0,1468,1573,800-1200,323
BankaVarenya,2025-07-27,1217,2.15,30,1081.7,0.0,0.574,0,1360,1608,1200-1400,143
BankaVarenya,2025-09-13,1310,2.03,30,1082.0,0.33,0.575,0,1431,1672,1200-1400,121
BankaVarenya,2025-09-25,1342,2.04,30,1086.5,0.67,0.571,0,1438,1672,1200-1400,96
BankaVarenya,2025-10-06,1276,2.04,30,1089.9,1.0,0.572,0,1487,1672,1200-1400,211
BankaVarenya,2025-10-31,1360,2.4,31,1168.5,1.0,0.562,0,1608,1619,1200-1400,248
phineas__0709,2021-07-10,802,29.59,19,889.1,1.67,0.566,1,1060,1060,800-1200,258
phineas__0709,2021-07-30,835,21.9,19,908.9,2.33,0.56,1,1060,1060,800-1200,225
phineas__0709,2021-08-24,849,19.37,19,950.2,3.0,0.568,1,1060,1060,800-1200,211
phineas__0709,2021-09-05,900,18.32,19,963.3,3.67,0.568,1,1060,1060,800-1200,160
phineas__0709,2023-01-05,1060,14.63,35,1213.3,0.0,0.567,0,1526,1618,800-1200,466
MagneticFlux,2024-11-10,1143,3.32,15,957.9,1.67,0.668,0,1141,1271,800-1200,-2
MagneticFlux,2025-02-09,1141,4.54,22,962.4,1.67,0.443,0,1271,1408,800-1200,130
MagneticFlux,2025-03-23,1208,4.46,24,966.4,3.0,0.467,0,1360,1408,1200-1400,152
MagneticFlux,2025-05-17,1341,10.56,30,1079.7,3.33,0.499,0,1408,1408,1200-1400,67
MagneticFlux,2025-06-23,1360,11.62,32,1110.7,3.67,0.516,0,1408,1408,1200-1400,48
ayush_saxena_15022002,2023-01-05,1071,5.23,12,960.0,1.67,0.684,0,1174,1164,800-1200,103
ayush_saxena_15022002,2023-04-09,1174,12.27,23,1086.0,2.0,0.619,0,1248,1238,800-1200,74
ayush_saxena_15022002,2023-05-25,1190,12.51,26,1102.1,3.33,0.621,0,1264,1142,800-1200,74
ayush_saxena_15022002,2023-07-23,1248,11.25,27,1113.4,3.67,0.603,0,1258,1363,1200-1400,10
ayush_saxena_15022002,2023-12-18,1142,8.7,27,1126.5,1.33,0.611,0,1461,1617,800-1200,319
mail.akashgupta26,2025-05-31,1325,0.33,17,1003.7,0.67,0.587,0,1588,1588,1200-1400,263
xiaofangyi,2023-06-06,1410,6.07,16,980.0,1.67,0.78,0,1468,1479,1400-1600,58
xiaofangyi,2023-08-24,1395,2.13,18,1016.1,1.33,0.753,0,1479,1479,1200-1400,84
xiaofangyi,2023-11-03,1524,1.5,18,1018.9,1.0,0.745,0,1479,1571,1400-1600,-45
xiaofangyi,2024-02-27,1479,1.16,21,1047.9,0.0,0.747,0,1571,1704,1400-1600,92
xiaofangyi,2024-03-05,1478,1.28,21,1044.4,0.67,0.713,0,1571,1646,1400-1600,93
LogSingleDog,2023-07-07,1209,2.5,15,970.0,2.0,0.613,0,1435,1616,1200-1400,226
LogSingleDog,2023-07-11,1231,2.56,16,972.7,2.33,0.58,0,1435,1616,1200-1400,204
LogSingleDog,2023-07-23,1160,3.88,17,987.5,2.67,0.635,0,1435,1616,800-1200,275
LogSingleDog,2023-07-25,1276,4.16,18,986.4,3.0,0.645,0,1393,1616,1200-1400,117
siddharth0714,2024-10-06,812,14.04,16,869.7,1.67,0.596,0,1183,1258,800-1200,371
siddharth0714,2024-12-08,1048,13.66,21,938.1,3.33,0.599,0,1365,1424,800-1200,317
siddharth0714,2025-02-02,1189,16.14,26,1045.2,3.33,0.611,0,1438,1394,800-1200,249
siddharth0714,2025-03-23,1312,16.83,29,1121.7,4.33,0.613,0,1440,1492,1200-1400,128
siddharth0714,2025-05-17,1429,16.56,29,1165.5,4.67,0.61,0,1421,1616,1400-1600,-8
Yorushika_,2025-09-24,1153,17.67,21,1078.6,1.67,0.552,0,1401,1516,800-1200,248
Yorushika_,2025-10-12,1121,9.35,23,1064.1,2.33,0.563,0,1449,1583,800-1200,328
Yorushika_,2025-11-29,1226,8.89,25,1085.5,3.0,0.579,0,1452,1615,1200-1400,226
Yorushika_,2025-12-11,1379,8.87,25,1090.1,3.67,0.596,0,1452,1615,1200-1400,73
Yorushika_,2025-12-29,1419,9.86,26,1076.4,2.0,0.572,0,1516,1615,1400-1600,97
jainpranjal,2023-08-15,1178,0.38,14,925.0,0.67,0.691,0,1109,1109,800-1200,-69
jainpranjal,2024-12-19,1080,0.22,15,896.3,0.33,0.69,0,1034,1116,800-1200,-46
jainpranjal,2025-02-18,1088,0.24,16,890.6,1.0,0.676,0,975,1040,800-1200,-113
jainpranjal,2025-03-10,1136,0.41,19,925.5,2.0,0.627,0,951,1099,800-1200,-185
-Neel-,2022-04-23,1275,5.19,20,854.3,0.33,0.51,0,1370,1770,1200-1400,95
-Neel-,2022-07-10,1358,10.01,28,1037.0,6.67,0.57,0,1785,1622,1200-1400,427
-Neel-,2022-09-19,1630,13.53,33,1156.6,7.33,0.594,1,1759,1830,1600-1900,129
-Neel-,2023-02-01,1640,10.91,34,1176.7,3.0,0.596,1,1627,1690,1600-1900,-13
-Neel-,2023-05-08,1630,11.04,35,1213.3,5.67,0.593,1,1764,1782,1600-1900,134
Liqy,2025-02-28,1271,4.62,23,1263.9,1.67,0.502,0,1333,1488,1200-1400,62
Liqy,2025-04-28,1301,5.48,27,1253.9,4.67,0.556,0,1378,1594,1200-1400,77
Liqy,2025-08-24,1511,4.96,29,1298.8,3.0,0.598,0,1676,1667,1400-1600,165
Liqy,2025-10-19,1608,7.22,30,1407.1,5.0,0.559,0,1667,1614,1600-1900,59
Liqy,2025-12-06,1678,8.94,32,1474.9,6.67,0.569,0,1667,1702,1600-1900,-11
brij_f_s,2024-07-20,1019,0.37,15,880.0,1.33,0.654,0,815,960,800-1200,-204
brij_f_s,2024-09-29,913,0.34,15,883.9,0.67,0.649,0,940,1070,800-1200,27
brij_f_s,2024-10-28,886,0.38,18,918.9,1.0,0.657,1,1070,1070,800-1200,184
brij_f_s,2025-09-15,1168,1.7,25,1071.5,0.33,0.54,0,1547,1614,800-1200,379
prakharmishra,2023-08-30,852,18.16,17,800.0,1.67,0.625,0,969,1139,800-1200,117
prakharmishra,2023-12-09,969,14.85,23,826.8,4.0,0.631,0,1112,1307,800-1200,143
prakharmishra,2024-02-18,1284,16.31,26,886.0,5.33,0.613,0,1218,1158,1200-1400,-66
prakharmishra,2024-06-06,1265,12.61,27,923.8,3.33,0.603,0,1257,1255,1200-1400,-8
prakharmishra,2024-09-14,1257,11.96,28,959.7,3.67,0.605,0,1255,1270,1200-1400,-2
EDCTY,2022-06-07,1532,11.13,25,1119.0,1.67,0.626,0,1497,1457,1400-1600,-35
EDCTY,2022-11-04,1497,7.69,29,1082.5,0.0,0.619,0,1314,1633,1400-1600,-183
EDCTY,2022-12-30,1475,7.52,30,1079.9,1.67,0.62,0,1570,1615,1400-1600,95
EDCTY,2023-01-29,1402,7.78,30,1079.2,3.33,0.603,0,1633,1615,1400-1600,231
EDCTY,2023-03-02,1521,7.77,31,1083.3,4.0,0.604,0,1699,1615,1400-1600,178
Utsav82,2022-10-07,1009,1.24,11,881.2,1.67,0.65,0,1257,1431,800-1200,248
Utsav82,2023-02-03,1294,4.02,27,980.8,6.67,0.644,0,1478,1410,1200-1400,184
Utsav82,2023-06-20,1460,5.32,31,1020.6,6.67,0.644,1,1452,1600,1400-1600,-8
Utsav82,2023-11-07,1483,7.26,32,1094.8,6.0,0.608,1,1461,1699,1400-1600,-22
Utsav82,2024-03-22,1610,7.79,33,1146.9,6.67,0.611,1,1484,1531,1600-1900,-126
heavy_coder_404,2025-10-03,1421,3.19,20,1084.6,1.67,0.728,0,1613,1613,1400-1600,192
takaou,2024-02-29,1619,1.34,25,1200.0,1.0,0.58,0,1729,1625,1600-1900,110
takaou,2024-07-30,1747,1.3,25,1217.6,0.33,0.594,0,1651,1659,1600-1900,-96
takaou,2024-08-15,1701,1.5,25,1221.8,1.0,0.59,0,1651,1659,1600-1900,-50
takaou,2024-08-30,1625,1.56,25,1223.1,1.67,0.597,0,1703,1659,1600-1900,78
CanDoFrew,2025-05-17,1578,0.27,20,1160.0,0.0,0.831,0,1514,1514,1400-1600,-64
Ratzinger,2019-02-17,1094,4.24,14,882.7,1.67,0.613,0,1125,1210,800-1200,31
Ratzinger,2019-03-05,1018,4.9,14,913.9,1.67,0.625,0,1082,1210,800-1200,64
Ratzinger,2019-03-19,961,5.94,14,977.8,2.0,0.614,0,1133,1210,800-1200,172
Ratzinger,2019-06-01,1125,6.97,19,1093.1,1.33,0.61,0,1210,1282,800-1200,85
Ratzinger,2019-06-07,1082,7.08,19,1096.4,1.33,0.613,0,1210,1395,800-1200,128
avnlk,2024-10-27,1304,4.32,21,948.7,1.67,0.578,0,1410,1634,1200-1400,106
avnlk,2025-01-12,1311,5.35,26,1127.1,2.0,0.552,0,1538,1581,1200-1400,227
avnlk,2025-01-26,1410,6.13,26,1120.5,3.0,0.58,0,1553,1529,1400-1600,143
avnlk,2025-03-23,1471,6.11,27,1136.1,3.33,0.558,0,1723,1579,1400-1600,252
avnlk,2025-04-19,1538,6.11,29,1140.2,4.33,0.57,0,1565,1603,1400-1600,27
mohit1510,2023-05-25,930,0.2,13,805.9,0.67,0.685,1,1273,1308,800-1200,343
mohit1510,2023-06-20,1020,0.27,17,816.7,2.0,0.647,2,1288,1308,800-1200,268
mohit1510,2023-07-27,1198,0.43,19,887.8,3.33,0.598,0,1308,1362,800-1200,110
mohit1510,2023-10-09,1288,0.94,23,1003.0,2.67,0.544,0,1365,1442,1200-1400,77
zswu,2025-09-07,1299,4.82,14,1109.1,1.67,0.678,0,1531,1679,1200-1400,232
zswu,2025-09-25,1499,5.85,17,1107.1,3.33,0.725,0,1531,1678,1400-1600,32
zswu,2025-11-06,1468,4.34,21,1115.8,4.67,0.744,0,1675,1732,1400-1600,207
zswu,2025-11-29,1586,4.51,22,1128.4,5.0,0.728,0,1679,1711,1400-1600,93
zswu,2026-01-25,1601,3.96,23,1141.2,3.33,0.731,0,1711,1612,1600-1900,110
Jian132363,2024-11-30,1031,2.65,12,900.0,1.67,0.766,0,995,1025,800-1200,-36
Jian132363,2025-04-08,961,1.21,19,873.1,2.33,0.731,0,1066,1454,800-1200,105
Jian132363,2025-06-12,1132,1.76,20,937.0,4.67,0.674,0,1509,1519,800-1200,377
Jian132363,2025-07-27,1126,3.23,20,972.3,4.67,0.578,0,1472,1543,800-1200,346
Jian132363,2025-09-21,1509,5.07,26,1059.0,5.0,0.575,0,1536,1559,1400-1600,27
Yafumo_Ran,2024-07-11,1359,14.31,23,1220.4,1.67,0.682,0,1519,1507,1200-1400,160
Yafumo_Ran,2024-07-26,1311,12.0,23,1202.9,2.0,0.669,0,1519,1529,1200-1400,208
Yafumo_Ran,2024-07-28,1309,12.08,24,1210.8,2.33,0.663,0,1519,1529,1200-1400,210
Yafumo_Ran,2024-07-30,1279,12.02,24,1218.2,2.67,0.653,0,1519,1529,1200-1400,240
Yafumo_Ran,2024-08-04,1236,11.66,24,1222.9,3.0,0.661,0,1519,1611,1200-1400,283
ishitbansal,2022-02-14,893,4.13,13,853.1,1.67,0.478,0,996,1257,800-1200,103
ishitbansal,2022-03-11,837,3.53,15,867.5,3.0,0.49,0,1109,1257,800-1200,272
ishitbansal,2022-04-19,753,3.61,19,895.1,4.0,0.5,0,1189,1257,<800,436
ishitbansal,2022-05-10,955,3.62,20,893.1,4.0,0.518,0,1257,1257,800-1200,302
ishitbansal,2022-06-03,1031,3.64,22,892.9,4.33,0.527,0,1257,1257,800-1200,226
roybiraj179,2025-04-21,975,2.74,18,865.3,1.67,0.59,0,1191,1352,800-1200,216
roybiraj179,2025-07-17,1159,4.16,25,934.9,3.67,0.624,0,1346,1456,800-1200,187
roybiraj179,2025-09-07,1035,6.58,28,983.4,5.0,0.567,0,1357,1475,800-1200,322
roybiraj179,2025-10-10,1358,8.44,31,1005.9,6.67,0.572,1,1438,1459,1200-1400,80
roybiraj179,2025-11-20,1305,9.63,33,1034.9,7.67,0.578,0,1527,1538,1200-1400,222
Bluuue,2025-07-22,1170,2.36,18,1192.7,1.33,0.625,0,1439,1484,800-1200,269
Bluuue,2025-09-09,1158,3.63,22,1249.1,2.67,0.622,0,1334,1610,800-1200,176
Bluuue,2025-10-03,1370,5.1,25,1290.7,5.0,0.625,0,1420,1610,1200-1400,50
Bluuue,2025-10-24,1439,5.96,27,1294.5,6.67,0.623,0,1484,1610,1400-1600,45
Bluuue,2025-11-20,1362,7.42,27,1314.0,8.33,0.619,0,1606,1610,1200-1400,244
arjo2004,2024-01-27,986,0.81,13,911.1,1.0,0.587,0,1417,1453,800-1200,431
arjo2004,2024-02-13,1042,1.21,13,946.7,1.67,0.613,0,1393,1453,800-1200,351
arjo2004,2024-02-27,1228,1.83,18,1051.0,2.33,0.607,0,1360,1453,1200-1400,132
arjo2004,2024-03-22,1342,2.69,19,1091.4,3.33,0.592,0,1451,1453,1200-1400,109
arjo2004,2024-04-21,1421,3.51,24,1135.3,4.0,0.614,0,1453,1453,1400-1600,32
mote_hain_ni_madam_mote,2024-04-30,1281,5.4,19,1115.8,1.67,0.662,0,1526,1526,1200-1400,245
mote_hain_ni_madam_mote,2024-05-02,1368,6.13,21,1112.5,2.0,0.647,0,1526,1526,1200-1400,158
mote_hain_ni_madam_mote,2024-05-30,1408,3.78,21,1125.0,2.33,0.647,0,1526,1526,1400-1600,118
mote_hain_ni_madam_mote,2024-05-31,1432,3.85,21,1113.8,2.67,0.637,0,1526,1526,1400-1600,94
LilMeyer,2019-05-15,1439,1.09,27,1355.0,4.0,0.572,0,1478,1628,1400-1600,39
LilMeyer,2019-11-06,1668,3.65,31,1460.2,4.33,0.572,0,1519,1590,1600-1900,-149
LilMeyer,2020-01-19,1577,4.88,33,1478.8,6.0,0.577,0,1590,1590,1400-1600,13
LilMeyer,2021-03-21,1537,5.01,35,1467.1,0.67,0.559,0,1571,1593,1400-1600,34
akmeena5726,2024-01-13,1081,5.03,19,1048.6,1.33,0.556,0,1244,1235,800-1200,163
akmeena5726,2024-03-19,1216,4.43,21,1051.5,1.33,0.564,0,1297,1481,1200-1400,81
akmeena5726,2024-04-13,1244,4.55,22,1080.5,1.67,0.574,0,1301,1609,1200-1400,57
akmeena5726,2024-06-11,1343,4.44,23,1091.0,2.0,0.58,0,1481,1609,1200-1400,138
akmeena5726,2024-06-27,1299,5.2,25,1138.4,2.67,0.579,0,1609,1609,1200-1400,310
meow_love,2024-01-27,1670,1.51,28,941.5,1.67,0.453,0,1544,1587,1600-1900,-126
meow_love,2024-08-04,1458,1.86,32,992.9,3.33,0.494,0,1848,1677,1400-1600,390
meow_love,2025-02-02,1677,3.53,34,1121.6,3.67,0.524,0,2143,1791,1600-1900,466
