handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,rating_volatility,recent_performance,total_ac_count,label_3m,label_6m
laozhu1234,2021-06-18,1601,7.98,34,1280.6,3.0,0.584,0,47.0,3.6,325,1666,1654
laozhu1234,2022-02-12,1700,6.8,35,1381.3,1.67,0.589,0,56.4,5.4,509,1782,1894
Hunter22,2025-10-19,1470,3.76,20,1159.3,1.67,0.671,0,170.1,294.0,28,1910,2036
ivopav1,2023-01-03,1269,1.14,22,1062.3,0.67,0.612,0,113.8,253.8,81,1325,1519
ivopav1,2023-08-26,1855,1.98,29,1241.0,3.33,0.61,0,72.2,18.2,207,1770,1724
ivopav1,2024-02-29,1724,2.14,30,1252.3,1.67,0.621,0,47.0,-15.6,281,1796,1886
ivopav1,2024-08-20,1916,2.45,32,1336.3,4.0,0.608,1,63.8,33.2,382,1827,1993
ivopav1,2025-02-28,1973,2.73,36,1387.6,2.33,0.612,1,90.9,22.8,501,2076,1956
Kleaves,2023-12-19,1076,2.2,14,942.9,1.67,0.689,0,130.5,215.2,28,1589,1700
Kleaves,2024-02-11,1322,2.94,18,1000.0,3.0,0.691,0,48.2,14.2,60,1647,1700
Kleaves,2024-03-05,1573,4.42,22,1057.7,5.33,0.7,0,54.1,29.0,105,1647,1700
Kleaves,2024-11-30,1720,4.88,30,1148.8,1.0,0.65,0,55.5,26.2,304,1920,1920
Kleaves,2025-02-02,1881,4.87,31,1176.0,3.0,0.634,0,45.6,20.0,348,1884,2014
flakepym,2022-05-19,1201,6.56,12,906.2,1.67,0.707,0,131.5,240.2,16,1466,1575
flakepym,2022-07-24,1256,5.06,23,967.9,6.67,0.703,1,54.4,-12.2,60,1542,1818
flakepym,2022-11-06,1601,4.5,30,1038.3,3.67,0.711,0,54.1,-9.2,121,1818,1791
flakepym,2023-01-15,1798,4.69,32,1085.6,6.0,0.714,0,33.8,1.8,173,1822,1657
DemberS06,2023-01-03,965,1.66,14,833.3,1.67,0.663,0,127.5,193.0,9,1012,1012
DemberS06,2023-07-25,1062,7.06,30,1070.8,1.0,0.398,0,92.0,19.4,243,1306,1474
DemberS06,2024-01-13,1449,7.02,32,1103.6,5.67,0.43,0,65.8,17.0,414,1608,1593
DemberS06,2024-04-13,1608,7.9,33,1120.8,7.0,0.451,1,47.8,14.8,569,1593,1399
DemberS06,2024-11-10,1782,7.57,34,1149.8,3.67,0.464,0,64.0,40.6,773,1708,2172
_annhien_ruby22,2026-02-26,1875,35.56,31,1553.8,1.67,0.596,0,156.2,375.0,91,1921,2034
Dby2dian,2024-10-26,1089,3.13,19,1143.3,1.67,0.691,0,162.1,217.8,30,1423,1358
Dby2dian,2024-11-02,1353,4.34,21,1195.7,2.67,0.656,0,143.6,83.2,46,1423,1455
Dby2dian,2025-01-22,1433,7.22,30,1432.5,2.33,0.573,0,83.4,56.6,160,1358,1749
Dby2dian,2025-03-23,1303,10.98,34,1545.1,1.67,0.549,0,62.6,-8.8,337,1649,1732
Dby2dian,2025-06-23,1649,9.32,35,1576.3,0.67,0.547,0,79.6,45.2,409,1732,1733
njrafi,2015-10-07,1219,0.6,15,1134.4,0.33,0.62,0,567.0,243.8,32,1339,1408
njrafi,2015-11-25,1244,2.96,21,1135.0,1.67,0.405,0,439.7,9.4,179,1395,1573
njrafi,2016-01-23,1339,3.34,22,1141.0,2.0,0.42,0,36.6,8.4,231,1408,1573
njrafi,2016-03-04,1456,3.72,22,1138.4,2.0,0.425,0,47.4,33.8,278,1573,1573
njrafi,2017-02-02,1633,4.41,26,1206.5,0.33,0.458,0,57.6,47.6,541,1698,1697
Newbie.,2025-10-12,1693,2.55,22,1343.5,0.33,0.621,0,212.3,338.6,46,1986,2032
Newbie.,2025-10-19,1858,3.21,22,1429.1,0.33,0.613,0,204.3,235.0,61,1986,2032
Newbie.,2025-10-24,1847,3.5,24,1477.8,0.67,0.618,0,219.9,158.4,69,1986,2032
Digital.Dhragon.23,2025-10-17,1139,0.78,17,1113.9,1.67,0.616,0,119.0,227.8,36,2031,2031
Digital.Dhragon.23,2025-10-19,1202,0.84,18,1115.4,2.0,0.613,0,124.8,159.4,39,2031,2031
Digital.Dhragon.23,2025-11-06,1225,0.87,19,1118.6,2.33,0.616,0,131.2,105.2,43,2031,2031
Digital.Dhragon.23,2025-11-10,1309,0.88,19,1111.4,2.67,0.611,0,126.3,74.8,44,1995,2031
Digital.Dhragon.23,2025-11-14,1300,0.97,20,1130.6,3.0,0.623,0,130.9,60.8,49,1995,2031
xfloud,2021-09-05,1117,0.72,19,1060.0,0.0,0.672,0,153.4,223.4,37,1359,1459
xfloud,2021-10-17,1396,1.25,23,1056.5,2.67,0.67,0,71.0,-5.4,72,1385,1531
xfloud,2022-03-10,1596,1.6,29,1187.9,2.0,0.574,0,40.9,52.2,125,1579,1675
xfloud,2022-05-05,1574,1.87,30,1163.6,3.33,0.585,0,45.5,4.2,161,1610,1788
xfloud,2022-09-02,1638,2.02,33,1179.0,2.0,0.594,0,35.7,5.6,209,1788,1867
kimrreshi,2024-02-17,1417,1.76,19,1288.9,1.0,0.557,0,147.0,283.4,46,1725,1832
kimrreshi,2024-02-27,1550,2.25,21,1257.4,1.33,0.559,0,145.5,197.2,62,1725,1832
kimrreshi,2024-02-29,1569,2.33,22,1257.8,1.67,0.565,0,158.6,145.2,65,1725,1832
kimrreshi,2024-03-01,1751,2.43,22,1256.7,2.0,0.571,0,149.0,134.0,68,1725,1832
kimrreshi,2024-03-22,1752,2.64,22,1269.1,2.33,0.59,0,156.3,104.2,82,1713,1832
tanaygad,2022-12-16,1007,3.41,18,1104.8,1.67,0.721,0,114.5,201.4,21,1225,1470
tanaygad,2023-07-06,1483,3.17,30,1259.0,3.67,0.59,1,56.5,9.6,111,1737,1905
tanaygad,2023-10-22,1867,6.99,33,1458.1,5.33,0.583,0,49.6,13.8,352,1928,2101
tanaygad,2024-03-01,2009,8.16,34,1554.8,4.33,0.585,0,62.6,16.2,564,2004,2169
tanaygad,2024-07-18,2104,7.75,35,1558.9,4.33,0.594,0,63.9,39.8,690,2216,2119
_rockdu,2020-11-19,1707,0.46,26,1769.1,0.0,0.532,0,533.1,341.4,68,1937,2029
_rockdu,2020-12-19,1779,0.48,27,1756.9,0.33,0.538,0,496.9,75.6,72,2009,2029
_rockdu,2021-01-19,1807,0.49,27,1736.8,0.67,0.545,0,469.5,55.4,76,2029,2029
_rockdu,2021-01-28,1860,0.52,28,1725.6,1.0,0.549,0,444.4,72.2,82,2029,2029
wangtianze,2025-04-03,1647,2.33,25,1422.7,0.67,0.629,0,88.6,329.4,88,1805,1823
eggag32,2019-05-26,1087,11.38,26,1337.7,1.33,0.516,0,578.8,217.4,175,1492,1496
eggag32,2020-07-21,1737,18.44,34,1364.4,2.67,0.587,0,58.6,12.6,1395,1845,1906
eggag32,2021-07-22,1911,15.19,37,1433.8,2.67,0.578,0,37.6,14.2,1944,1922,2018
eggag32,2022-05-22,1907,13.48,37,1446.1,2.33,0.578,0,35.9,-0.6,2311,1928,1910
eggag32,2023-01-03,1975,12.66,37,1442.7,3.33,0.58,0,44.4,13.0,2579,2137,2056
Eason_He,2023-06-29,1541,0.76,27,1438.1,0.67,0.575,0,147.4,308.2,42,1588,1588
Eason_He,2024-03-22,1664,0.69,27,1396.9,0.67,0.589,0,182.1,60.4,65,1696,1668
Eason_He,2025-09-21,1715,0.66,30,1418.0,1.0,0.615,0,84.3,3.8,114,1875,1950
Eason_He,2025-10-12,1704,0.9,31,1508.4,2.33,0.595,0,80.0,-29.0,157,1875,1950
_IVON_,2022-07-16,1415,0.97,29,1590.8,0.0,0.613,0,155.4,283.0,77,1612,1673
wulei233,2021-10-29,1168,1.03,20,1029.6,1.0,0.645,0,117.8,52.0,27,1364,1480
wulei233,2021-12-27,1207,1.65,21,1110.5,2.33,0.679,0,49.0,20.4,57,1343,1609
wulei233,2022-04-21,1333,3.35,28,1284.7,1.0,0.627,0,63.3,28.4,171,1609,1436
wulei233,2022-06-03,1538,4.16,31,1361.6,2.33,0.607,0,57.9,39.0,238,1429,1482
mouhua,2023-03-18,1250,6.46,22,1163.4,1.67,0.624,0,136.8,250.0,82,1650,1650
mouhua,2023-03-31,1505,8.51,22,1158.9,3.0,0.648,0,140.8,62.4,124,1650,1650
mouhua,2023-04-24,1549,9.78,24,1189.3,4.0,0.657,0,59.8,10.6,176,1650,1650
mouhua,2023-06-03,1468,8.85,25,1197.8,4.67,0.631,0,57.7,-21.8,210,1650,1726
mouhua,2023-10-28,1540,8.81,27,1239.9,0.67,0.638,0,65.6,20.4,394,1651,1945
CelesTiaL2004,2026-02-21,1187,0.32,21,1123.1,0.67,0.607,0,85.2,237.4,26,1989,2025
CelesTiaL2004,2026-02-23,1370,0.38,22,1158.1,1.0,0.617,0,80.3,203.0,31,2025,2025
_aryxn5,2024-12-28,1843,9.99,24,1303.0,1.67,0.814,0,198.4,368.6,33,2025,2025
skicean,2019-08-22,1449,1.06,20,1290.0,1.67,0.679,0,613.3,289.8,21,1502,1634
skicean,2020-02-02,1478,1.29,24,1557.4,0.33,0.616,0,479.2,8.4,56,1829,1829
skicean,2020-02-23,1634,1.64,25,1540.5,1.33,0.615,0,47.4,26.4,76,1829,1829
skicean,2020-04-08,1646,1.95,26,1600.0,2.67,0.613,0,71.9,20.0,103,1829,1829
GGJ001,2025-10-03,1844,12.56,27,1625.0,1.67,0.626,0,242.7,368.8,72,1953,1953
Romaldokuznecov,2024-09-27,1853,0.25,23,1226.5,1.67,0.634,0,155.7,370.6,65,1790,1790
Romaldokuznecov,2025-07-06,1890,0.3,28,1208.1,0.33,0.646,0,217.4,60.8,90,2054,2024
Romaldokuznecov,2025-07-22,1933,0.32,28,1202.5,1.0,0.654,0,165.8,11.8,97,2029,2024
Romaldokuznecov,2025-08-26,1877,0.49,28,1237.5,1.67,0.605,0,97.7,17.4,149,2058,2024
jootw,2025-06-03,1912,1.54,33,1850.8,0.67,0.581,0,163.6,382.4,73,2243,2263
jootw,2025-07-06,2160,1.6,33,1797.3,1.0,0.579,0,157.5,306.6,83,2151,2228
jootw,2025-07-19,2213,1.61,33,1781.8,1.33,0.585,0,181.1,229.4,87,2141,2228
jootw,2025-07-31,2288,1.74,33,1811.5,1.67,0.579,0,187.3,185.6,97,2141,2228
jootw,2025-08-07,2293,1.89,33,1828.9,2.0,0.581,0,197.4,103.0,107,2196,2211
Pritam_19,2024-08-06,1012,1.04,14,1086.2,1.67,0.629,0,127.3,202.4,29,1670,1601
Pritam_19,2024-10-28,1593,3.8,27,1227.3,5.0,0.631,0,55.5,43.6,151,1637,1737
Pritam_19,2025-01-12,1687,5.26,30,1286.4,5.33,0.626,0,45.4,31.8,266,1737,1843
Pritam_19,2025-05-05,1670,5.93,32,1341.0,3.33,0.602,0,54.1,-19.4,396,1901,1879
Pritam_19,2025-07-27,1802,7.2,33,1420.7,5.0,0.619,0,46.6,-6.0,566,1879,1959
sh1ziku,2023-12-05,1453,16.41,17,1292.3,1.67,0.714,0,171.8,290.6,26,1930,1874
sh1ziku,2024-01-27,1766,10.49,29,1426.3,4.67,0.625,0,73.6,17.0,96,1922,1898
sh1ziku,2024-03-16,1855,9.16,32,1424.5,5.0,0.649,0,63.6,-1.8,148,1936,1907
sh1ziku,2024-06-09,1952,7.0,32,1421.5,3.33,0.648,0,58.8,6.0,198,1907,1913
sh1ziku,2024-09-29,2051,6.52,34,1419.7,2.67,0.627,0,61.1,8.8,289,1913,2400
fatant,2019-06-26,1397,1.83,19,1391.3,1.67,0.69,0,598.0,279.4,23,1221,1221
fatant,2021-11-23,1432,0.48,25,1287.9,0.0,0.679,0,60.6,44.2,66,1646,1559
fatant,2022-01-22,1621,1.22,28,1293.3,4.67,0.535,0,58.3,35.4,180,1613,1636
fatant,2022-05-19,1613,1.54,29,1261.0,3.33,0.554,0,41.3,-11.8,252,1636,1706
fatant,2022-11-12,1722,1.9,30,1277.4,1.0,0.555,0,71.9,26.6,359,1651,1354
-Tachibana-Kanade-,2025-03-17,1668,7.5,26,1279.3,1.67,0.679,0,206.6,333.6,29,2020,2020
Windowsredstone,2025-01-26,1754,0.44,26,1476.9,0.67,0.555,0,205.4,350.8,104,1973,2205
Windowsredstone,2025-02-02,1901,0.46,27,1474.1,1.0,0.56,0,202.3,239.8,108,2029,2169
Windowsredstone,2025-05-01,1973,0.48,27,1481.4,0.33,0.565,0,206.0,161.2,119,2205,2136
Windowsredstone,2025-05-05,2029,0.49,27,1479.5,0.33,0.569,0,206.7,137.0,123,2169,2136
Windowsredstone,2025-05-17,2057,0.52,27,1491.1,0.67,0.57,0,207.3,107.8,130,2136,2136
edga,2024-03-30,1306,4.28,21,1129.8,1.33,0.666,0,187.7,261.2,57,1618,1745
edga,2024-07-07,1618,4.7,26,1148.1,2.0,0.633,0,66.3,11.8,129,1745,1685
edga,2024-10-06,1745,5.02,29,1146.3,2.33,0.645,0,51.0,16.6,203,1685,1789
edga,2025-05-31,1852,4.7,31,1139.8,0.33,0.615,0,46.6,30.6,349,1862,1885
edga,2025-08-28,1891,5.1,32,1179.9,2.67,0.613,0,55.0,-4.2,444,1885,1897
Escapisst,2022-05-02,1037,0.33,13,886.7,0.67,0.677,0,94.6,207.4,15,1151,1171
Escapisst,2023-02-03,1284,0.56,16,972.9,0.67,0.524,0,68.3,16.2,48,1367,1347
Escapisst,2024-02-23,1356,0.89,23,977.9,0.67,0.571,0,96.5,1.8,125,1507,1652
Escapisst,2025-01-12,1664,1.13,29,1087.3,1.0,0.583,0,61.9,2.4,211,1802,1938
Escapisst,2025-09-09,1926,1.15,31,1167.1,1.33,0.598,0,74.2,-9.8,255,2035,1949
elizkaveta,2019-02-19,1319,3.5,9,1050.0,1.67,0.766,0,582.9,263.8,8,1097,1531
elizkaveta,2019-07-20,1506,5.36,25,1167.2,3.33,0.489,0,93.2,35.2,128,1730,1806
elizkaveta,2019-09-19,1693,5.19,25,1185.8,5.0,0.498,0,67.2,29.8,169,1878,1823
elizkaveta,2019-12-15,1754,5.18,25,1210.0,4.0,0.528,0,40.6,-5.6,233,1823,1803
elizkaveta,2020-04-26,1787,4.42,27,1235.6,1.0,0.541,0,77.6,-7.6,283,1961,1962
El_Roge,2024-10-06,1385,2.72,26,997.2,1.33,0.592,0,95.2,277.0,148,1752,1916
El_Roge,2024-10-20,1461,3.0,30,1030.5,2.33,0.59,0,146.9,95.6,169,1752,1916
El_Roge,2024-10-27,1572,3.64,30,1096.1,3.33,0.611,0,121.5,18.2,209,1752,1965
El_Roge,2024-11-30,1688,4.4,32,1140.7,4.33,0.596,0,60.5,40.8,274,1713,1965
El_Roge,2024-12-08,1682,4.67,32,1155.0,5.33,0.594,0,60.4,6.6,296,1713,1965
gaosichen,2022-08-20,1470,0.65,22,1362.5,1.67,0.668,0,127.0,294.0,57,1436,1436
gaosichen,2022-09-30,1489,0.7,23,1406.2,2.0,0.668,0,154.8,192.6,65,1436,1436
gaosichen,2023-12-30,1451,1.97,35,2099.7,0.0,0.581,0,177.9,29.4,312,1809,1813
RockIsDying,2025-04-28,1217,1.32,18,1035.0,0.33,0.644,0,125.6,243.4,20,1242,1604
RockIsDying,2025-06-12,1217,1.02,19,1031.8,0.33,0.654,0,146.2,162.0,22,1365,1792
RockIsDying,2025-06-23,1217,1.25,20,1034.5,0.67,0.671,0,152.9,92.0,29,1615,1744
RockIsDying,2025-07-01,1230,1.36,20,1030.3,1.0,0.676,0,152.6,55.2,33,1615,1744
RockIsDying,2025-07-22,1215,1.36,22,1037.8,1.33,0.682,0,153.3,9.4,37,1627,1744
ivanilos,2014-06-13,1704,2.43,26,1383.5,3.0,0.683,0,49.1,19.0,101,1690,1833
ivanilos,2015-04-27,1639,3.25,32,1498.7,1.33,0.634,0,85.8,-36.0,282,1748,1800
ivanilos,2016-05-07,1948,5.12,33,1539.0,1.0,0.568,0,44.9,13.0,721,1937,2161
soumyadeep_pal_21,2020-01-14,1095,5.98,22,1270.4,0.33,0.63,0,593.6,219.0,117,1541,1418
soumyadeep_pal_21,2020-06-04,1514,9.26,28,1330.6,7.0,0.619,0,46.8,-12.0,369,1558,1602
soumyadeep_pal_21,2020-09-27,1648,11.63,31,1402.3,7.33,0.613,0,50.6,20.6,655,1551,1679
soumyadeep_pal_21,2021-03-06,1593,13.87,35,1414.7,5.67,0.606,0,66.7,-38.4,1098,1640,1770
soumyadeep_pal_21,2021-11-12,1781,10.96,36,1402.2,4.0,0.61,0,55.2,2.8,1260,1922,1930
IliyaEslahi,2022-10-23,1277,4.98,22,1315.5,1.67,0.599,0,105.6,255.4,71,1429,1668
IliyaEslahi,2023-01-10,1479,8.29,29,1529.2,6.0,0.568,0,39.8,19.6,212,1668,1784
IliyaEslahi,2023-05-25,1686,8.53,34,1506.7,3.33,0.574,0,33.6,15.6,383,1743,1985
IliyaEslahi,2023-09-18,1857,8.33,37,1555.3,3.67,0.577,0,57.9,22.8,512,2151,1954
IliyaEslahi,2024-01-30,2098,9.43,37,1719.8,3.0,0.569,0,41.0,12.0,760,1901,2090
mhadih,2012-07-23,1167,3.63,13,1166.7,1.67,0.593,0,590.4,233.4,21,1175,1293
mhadih,2013-02-13,1274,6.07,25,1224.4,4.33,0.629,0,82.1,-20.4,213,1414,1368
mhadih,2013-10-01,1521,5.42,31,1266.5,4.0,0.626,0,87.1,32.4,368,1755,1669
mhadih,2014-08-01,1904,4.35,32,1296.9,4.33,0.632,0,97.5,46.8,484,1755,1734
mhadih,2015-04-05,1594,4.16,34,1340.2,3.33,0.633,0,65.2,12.0,609,1775,1912
FlyBell,2020-12-19,1728,1.25,22,1367.5,0.67,0.666,0,612.6,345.6,40,1701,1701
shy_orz,2021-10-03,1424,2.93,23,1407.9,1.67,0.553,0,190.9,284.8,104,1548,1506
shy_orz,2021-11-14,1568,3.14,23,1347.0,2.67,0.569,0,194.6,74.6,130,1544,1506
shy_orz,2022-01-22,1548,3.02,26,1350.7,1.33,0.587,0,130.8,27.4,155,1506,1506
shy_orz,2022-03-11,1628,3.52,28,1450.5,1.0,0.587,0,81.7,29.4,205,1506,1571
shy_orz,2022-08-13,1590,2.85,29,1428.5,0.33,0.587,0,89.2,9.2,229,1452,1452
DavidC.,2021-11-12,971,0.83,8,957.1,1.67,0.53,0,127.1,194.2,14,1218,1447
DavidC.,2022-01-31,1086,3.15,20,1022.5,4.67,0.617,0,67.5,5.8,89,1378,1357
DavidC.,2022-05-08,1431,3.92,25,1061.2,4.0,0.64,0,45.1,-0.4,165,1357,1357
DavidC.,2023-06-12,1410,3.17,29,1051.0,1.67,0.595,0,52.2,-6.6,315,1572,1667
DavidC.,2023-09-18,1549,5.14,34,1072.5,4.0,0.54,0,52.4,6.2,582,1667,1667
avivilla,2016-11-16,1409,2.62,14,1061.1,1.33,0.636,0,584.5,281.8,36,1432,1409
avivilla,2017-03-15,1328,2.43,21,1182.7,2.0,0.63,0,50.1,-20.8,75,1496,1773
avivilla,2017-06-07,1473,3.15,23,1324.4,2.67,0.635,0,35.9,33.6,135,1773,1790
avivilla,2017-08-25,1659,4.28,28,1480.4,3.0,0.632,0,32.9,7.4,231,1694,1927
avivilla,2019-04-24,1836,2.77,33,1616.1,0.33,0.59,0,70.6,12.8,390,1823,1912
meNarzullayev,2021-06-04,805,1.87,18,890.2,2.67,0.563,0,92.0,-32.2,51,1051,1219
meNarzullayev,2021-12-01,1166,1.98,20,906.9,2.67,0.533,0,73.2,6.0,105,1336,1461
meNarzullayev,2022-03-20,1298,2.66,25,933.7,3.67,0.512,0,62.6,-12.0,182,1482,1482
meNarzullayev,2022-10-17,1482,2.87,29,951.3,0.0,0.536,0,48.6,12.0,283,1518,1572
KavenSky,2023-12-03,941,5.82,15,900.0,1.67,0.589,0,150.0,188.2,42,1295,1270
KavenSky,2024-01-13,1088,5.43,16,947.1,3.67,0.568,0,73.8,30.4,71,1287,1443
KavenSky,2024-02-17,1334,6.81,22,1021.0,4.33,0.596,0,60.2,66.4,123,1270,1445
KavenSky,2024-03-19,1339,8.28,24,1086.0,5.0,0.613,0,52.1,10.8,186,1443,1470
KavenSky,2024-07-11,1443,7.25,26,1124.9,1.33,0.574,0,45.2,15.4,281,1437,1655
IvanRenison,2023-01-10,1185,2.98,15,1009.1,1.67,0.508,0,175.5,237.0,43,1332,1462
IvanRenison,2023-03-26,1190,3.26,17,1024.0,1.67,0.545,0,181.8,32.4,82,1462,1549
IvanRenison,2023-05-06,1356,4.13,23,1130.0,1.67,0.559,0,122.8,23.6,128,1404,1484
IvanRenison,2023-05-25,1520,4.74,25,1200.9,2.33,0.57,0,47.0,59.4,160,1404,1484
IvanRenison,2023-08-30,1404,5.21,26,1200.0,0.67,0.571,0,56.9,4.4,248,1447,1678
gigachau,2021-04-23,1430,10.93,28,1492.8,1.67,0.486,0,147.4,286.0,69,1696,1933
gigachau,2021-06-06,1684,13.97,32,1514.2,5.33,0.565,0,44.1,28.6,176,1882,1933
gigachau,2021-07-30,1780,13.98,33,1556.3,6.67,0.577,0,50.9,14.6,284,1933,1933
gigachau,2023-09-30,2004,4.16,35,1717.9,0.67,0.571,0,58.5,24.4,555,2212,2083
SupersonicMan12,2025-08-26,1560,0.39,24,1200.0,0.33,0.672,0,171.9,312.0,31,1806,1795
osmiyum,2025-03-25,1164,2.0,31,1263.2,1.33,0.619,0,77.2,232.8,163,1530,1836
osmiyum,2025-04-08,1406,2.35,32,1300.5,2.0,0.598,0,82.8,152.6,196,1797,1836
osmiyum,2025-05-01,1541,2.61,32,1304.4,2.67,0.591,0,92.5,103.4,226,1699,1969
osmiyum,2025-07-05,1588,2.57,32,1319.9,1.33,0.588,0,82.5,58.0,246,1836,1944
osmiyum,2025-07-27,1836,2.63,32,1328.8,1.33,0.588,0,65.4,67.4,260,1969,1944
AbdullahIshfaq,2023-08-05,970,13.55,19,900.0,1.67,0.423,0,132.3,194.0,74,1129,1261
AbdullahIshfaq,2023-12-16,1055,13.94,30,1073.7,6.0,0.47,0,51.8,0.2,341,1462,1401
AbdullahIshfaq,2024-04-21,1417,16.76,33,1138.3,5.33,0.514,0,55.3,22.8,714,1408,1761
AbdullahIshfaq,2024-08-10,1493,19.09,35,1232.9,7.0,0.542,0,46.6,17.0,1116,1698,1781
AbdullahIshfaq,2024-12-19,1784,19.2,35,1324.0,6.0,0.55,0,57.6,7.6,1482,1793,1800
alexk07,2022-05-10,1103,1.78,21,1175.0,1.0,0.625,0,79.2,220.6,32,1202,1499
alexk07,2022-09-23,1332,1.87,22,1087.7,0.33,0.616,1,79.4,45.2,70,1311,1247
alexk07,2023-04-24,1355,3.36,29,1197.1,1.0,0.577,0,96.3,-28.8,228,1739,1739
alexk07,2024-06-25,1956,5.43,35,1356.0,0.33,0.557,0,69.7,58.6,701,1966,2012
xwind_phoenix,2015-05-23,1679,0.48,14,1417.6,1.33,0.702,0,704.4,335.8,17,1690,1664
xwind_phoenix,2015-06-13,1591,0.52,15,1395.0,1.67,0.696,0,662.2,-29.2,20,1706,1664
xwind_phoenix,2015-06-19,1643,0.59,18,1391.3,1.67,0.681,0,617.6,-18.8,23,1655,1664
xwind_phoenix,2015-08-06,1665,0.59,18,1400.0,1.0,0.673,0,581.9,5.2,27,1664,1806
xwind_phoenix,2015-08-23,1690,0.64,21,1416.1,1.0,0.677,0,551.7,24.8,31,1664,1806
Chenqingborui,2021-02-28,1428,10.0,23,1561.9,1.67,0.603,0,142.2,285.6,42,1593,1860
Chenqingborui,2021-04-03,1394,6.84,25,1541.9,2.33,0.564,0,183.5,107.4,62,1541,1860
Chenqingborui,2021-04-19,1381,6.09,25,1524.6,3.0,0.57,0,185.9,14.6,69,1710,1860
Chenqingborui,2021-05-05,1505,6.16,25,1510.7,3.67,0.574,0,122.9,10.2,84,1710,1860
Chenqingborui,2021-07-03,1541,4.08,25,1496.7,1.67,0.577,0,81.4,16.8,90,1860,1900
Fuyuki_Vila,2023-01-10,1170,4.04,20,1216.7,1.67,0.538,0,170.2,234.0,48,1433,1455
Fuyuki_Vila,2023-01-15,1256,4.13,21,1211.8,2.0,0.541,0,164.9,158.4,52,1433,1455
Fuyuki_Vila,2023-02-28,1248,3.23,22,1178.3,2.33,0.555,0,170.6,79.6,61,1455,1455
Fuyuki_Vila,2023-03-02,1299,3.55,23,1174.6,2.67,0.565,0,165.0,49.8,68,1455,1455
Fuyuki_Vila,2023-03-09,1294,3.67,23,1174.0,3.0,0.562,0,164.2,24.8,74,1455,1455
vladimir1952,2021-10-17,1407,0.92,26,1183.3,0.0,0.603,0,117.6,71.4,82,1322,1467
vladimir1952,2022-02-20,1393,1.01,27,1171.0,0.67,0.612,0,91.4,-2.8,108,1621,1697
vladimir1952,2022-06-28,1621,1.06,28,1193.5,0.33,0.608,0,88.3,45.6,133,1782,1883
vladimir1952,2022-11-04,1876,1.08,28,1202.1,1.33,0.611,0,67.5,51.0,155,1834,1775
EricZzzzz,2025-12-06,1554,2.68,19,1063.5,0.67,0.538,0,182.5,310.8,52,1607,1902
EricZzzzz,2025-12-23,1587,2.61,22,1071.9,0.67,0.551,0,196.2,207.4,57,1702,2004
EricZzzzz,2025-12-27,1650,2.72,23,1082.0,1.0,0.545,0,194.8,148.0,61,1702,2004
caganyanmaz,2022-12-12,1512,1.32,26,1396.2,1.33,0.594,0,133.7,302.4,80,1789,1789
caganyanmaz,2023-01-24,1567,1.29,27,1391.8,1.0,0.593,0,152.9,213.4,86,1789,1795
swehoneycodes,2024-06-23,1357,0.64,22,1039.8,1.67,0.57,0,101.9,271.4,94,1459,1323
swehoneycodes,2024-10-06,1459,2.73,30,1105.4,4.33,0.565,0,36.3,17.6,438,1537,1677
swehoneycodes,2025-03-11,1553,4.7,36,1150.5,2.67,0.565,0,77.9,14.8,861,1606,1731
swehoneycodes,2025-07-27,1690,5.69,36,1174.9,4.33,0.567,0,41.1,23.4,1154,1880,1919
swehoneycodes,2025-11-16,1845,7.02,37,1209.9,4.67,0.573,0,38.3,-11.4,1535,1889,1930
Erfan,2019-11-01,1161,23.67,24,865.1,1.67,0.522,0,578.3,232.2,272,1274,1597
Erfan,2019-12-21,1154,26.75,27,918.7,4.67,0.5,0,41.5,-5.8,498,1460,1574
Erfan,2020-02-24,1202,20.51,29,965.6,4.67,0.481,0,64.7,-8.0,570,1586,1736
Erfan,2020-04-08,1544,19.38,31,1020.5,4.33,0.478,0,29.2,40.0,663,1640,1736
Erfan,2020-05-17,1590,19.7,31,1066.9,6.33,0.482,0,29.7,-2.0,783,1664,1736
Shuba_Buba,2018-05-27,1259,5.97,26,1009.9,0.33,0.546,0,567.4,251.8,256,1041,1517
Shuba_Buba,2018-09-23,1353,5.96,26,1075.7,3.0,0.558,0,73.1,43.8,357,1578,1557
Shuba_Buba,2019-01-04,1656,6.86,27,1141.8,4.33,0.572,0,47.6,41.4,512,1684,1765
Shuba_Buba,2019-04-22,1687,8.48,31,1223.8,5.0,0.517,0,62.9,26.0,763,1672,1962
Shuba_Buba,2019-08-18,1820,8.82,33,1288.1,4.67,0.531,0,55.6,29.6,943,1904,1934
codeRahul,2024-02-18,1128,0.16,15,984.6,0.33,0.593,0,183.3,225.6,14,1126,1100
codeRahul,2024-05-10,1094,0.53,17,907.7,1.33,0.564,0,187.4,-2.2,53,1087,1365
codeRahul,2024-06-03,1070,0.73,18,966.2,2.33,0.581,0,58.8,-16.6,75,1463,1365
codeRahul,2024-07-30,922,0.88,22,966.3,3.0,0.57,0,77.4,-43.6,98,1365,1442
codeRahul,2024-08-20,1100,1.05,24,985.5,3.33,0.576,0,101.3,13.2,120,1365,1447
sidlad,2022-09-29,1212,1.47,15,925.0,1.33,0.8,1,112.7,242.4,24,1432,1387
